EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS;EQUALITE_id;EQUALITE_Region;EQUALITE_DS;EQUALITE_commune;EQUALITE_FS
k9HzmW0ZZu4;Cascades;DS Banfora;Soubakaniedougou;CSPS Gouindougouba;NuVUth9KNN6;CASCADES ;DS BANFORA ;COMMUNE SOUBAKANIEDOUGOU ;CSPS GOUINDOUGOUBA ;k9HzmW0ZZu4;Cascades;DS Banfora;Soubakaniedougou;CSPS Gouindougouba
OK9kUph6fpL;Cascades;DS Banfora;Soubakaniedougou;CSPS Létiéfesso;w5tB1EWQ9oI;CASCADES ;DS BANFORA ;COMMUNE SOUBAKANIEDOUGOU ;CSPS LETIEFESSO ;OK9kUph6fpL;Cascades;DS Banfora;Soubakaniedougou;CSPS Létiéfesso
X1mXXf5KmL0;Cascades;DS Banfora;Soubakaniedougou;CSPS Panga;mFDer5QEOw8;CASCADES ;DS BANFORA ;COMMUNE SOUBAKANIEDOUGOU ;CSPS PANGA ;X1mXXf5KmL0;Cascades;DS Banfora;Soubakaniedougou;CSPS Panga
rnivtupcMsW;Cascades;DS Banfora;Soubakaniedougou;CSPS Soubakiénédougou;Jvhtj7ELyAj;CASCADES ;DS BANFORA ;COMMUNE SOUBAKANIEDOUGOU ;CM SOUBAKANIEDOUGOU ;rnivtupcMsW;Cascades;DS Banfora;Soubakaniedougou;CSPS Soubakiénédougou
XnzE9JvieSv;Cascades;DS Banfora;Tiefora;CSPS Boulo;vztYumgc8A3;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS BOULO ;XnzE9JvieSv;Cascades;DS Banfora;Tiefora;CSPS Boulo
GOZbCNyOYuZ;Cascades;DS Banfora;Tiefora;CSPS Boussanra;phDXDwtNwRS;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS BOUSSANRA ;GOZbCNyOYuZ;Cascades;DS Banfora;Tiefora;CSPS Boussanra
LsBy84csfYn;Cascades;DS Banfora;Tiefora;CSPS Djandoro;agrQdiRx0uk;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS DANDJORO ;LsBy84csfYn;Cascades;DS Banfora;Tiefora;CSPS Djandoro
aCpmj5c4WcT;Cascades;DS Banfora;Tiefora;CSPS Dramandougou;kj1ujjomcjT;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS DRAMANDOUGOU ;aCpmj5c4WcT;Cascades;DS Banfora;Tiefora;CSPS Dramandougou
dFONqQ5GCzi;Cascades;DS Banfora;Tiefora;CSPS Gbagbar;UBmtCnZX3t3;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS GBAGBAR ;dFONqQ5GCzi;Cascades;DS Banfora;Tiefora;CSPS Gbagbar
EFXnFWWVMzw;Cascades;DS Banfora;Tiefora;CSPS Kankounadéni;XUYB3STPxUH;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS KANKOUNADENI ;EFXnFWWVMzw;Cascades;DS Banfora;Tiefora;CSPS Kankounadéni
Yx53CCp15fg;Cascades;DS Banfora;Tiefora;CSPS Labola;O882vIRvz6E;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS LABOLA ;Yx53CCp15fg;Cascades;DS Banfora;Tiefora;CSPS Labola
xGCPhpScSpE;Cascades;DS Banfora;Tiefora;CSPS Sokoura Dramandougou;OnDVwZW5Az7;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS SOKOURA DRAMANDOUGOU ;xGCPhpScSpE;Cascades;DS Banfora;Tiefora;CSPS Sokoura Dramandougou
H3fFPwn6gj4;Cascades;DS Banfora;Tiefora;CSPS Tiéfora;IcPMXHG2WCc;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS TIEFORA ;H3fFPwn6gj4;Cascades;DS Banfora;Tiefora;CSPS Tiéfora
UE5LXpBARXV;Cascades;DS Banfora;Tiefora;Dispensaire Fandjora;NuPnwjMGFHs;CASCADES ;DS BANFORA ;COMMUNE TIEFORA ;CSPS FANDJORA ;UE5LXpBARXV;Cascades;DS Banfora;Tiefora;Dispensaire Fandjora
dTrMjC6gNN2;Cascades;DS Mangodara;Mangodara;CSPS Dandougou de Mangodara;KlLvaI6QUdt;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS DANDOUGOU DE MANG ;dTrMjC6gNN2;Cascades;DS Mangodara;Mangodara;CSPS Dandougou de Mangodara
oAN9zyMX2hV;Cascades;DS Mangodara;Mangodara;CSPS Diaya;L5eBM6QVQUp;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS DIAYA ;oAN9zyMX2hV;Cascades;DS Mangodara;Mangodara;CSPS Diaya
gyTd965FDJK;Cascades;DS Mangodara;Mangodara;CSPS Koflandé;nIeSpTPdqDk;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS KOFLANDE ;gyTd965FDJK;Cascades;DS Mangodara;Mangodara;CSPS Koflandé
JxmZUPGxR4t;Cascades;DS Mangodara;Mangodara;CSPS Madiasso;VtABUW12PRs;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS MADIASSO ;JxmZUPGxR4t;Cascades;DS Mangodara;Mangodara;CSPS Madiasso
KBHUKqNYd8G;Cascades;DS Mangodara;Mangodara;CSPS Mangodara;iwHD6JK7pBz;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CM MANGODARA ;KBHUKqNYd8G;Cascades;DS Mangodara;Mangodara;CSPS Mangodara
cfOlEyvNaaw;Cascades;DS Mangodara;Mangodara;CSPS Noumoutiédougou;s09NcqYPcdP;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS NOUMOUTIEDOUGOU ;cfOlEyvNaaw;Cascades;DS Mangodara;Mangodara;CSPS Noumoutiédougou
UbRtdlvstqC;Cascades;DS Mangodara;Mangodara;CSPS Torandougou;vsFBrvkVqTy;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS TORANDOUGOU ;UbRtdlvstqC;Cascades;DS Mangodara;Mangodara;CSPS Torandougou
BuovSgWw8rf;Cascades;DS Mangodara;Mangodara;CSPS Tourokoro;lUF4MwpY2ej;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS TOUROKORO ;BuovSgWw8rf;Cascades;DS Mangodara;Mangodara;CSPS Tourokoro
dMk69cZqvU0;Cascades;DS Mangodara;Mangodara;Dispensaire Sokoura II;lUVYAly3jI6;CASCADES ;DS MANGODARA ;COMMUNE MANGODARA ;CSPS SOKOURA II ;dMk69cZqvU0;Cascades;DS Mangodara;Mangodara;Dispensaire Sokoura II
O8ODQYUY4pB;Cascades;DS Mangodara;Ouo;CSPS Béguélé;caigzqVh3oF;CASCADES ;DS MANGODARA ;COMMUNE OUO ;CSPS BEGUELE ;O8ODQYUY4pB;Cascades;DS Mangodara;Ouo;CSPS Béguélé
xCbuM9KsvwK;Cascades;DS Mangodara;Ouo;CSPS Koîkoro;wfjhMqAZGBY;CASCADES ;DS MANGODARA ;COMMUNE OUO ;CSPS POIKORO ;xCbuM9KsvwK;Cascades;DS Mangodara;Ouo;CSPS Koîkoro
tJwiJlqXKMy;Cascades;DS Mangodara;Ouo;CSPS Norkama;lETeCo9WDSg;CASCADES ;DS MANGODARA ;COMMUNE OUO ;CSPS NORKAMA ;tJwiJlqXKMy;Cascades;DS Mangodara;Ouo;CSPS Norkama
eqen9nBV8Rp;Cascades;DS Mangodara;Ouo;CSPS Ouo;SyjKDIUXFPu;CASCADES ;DS MANGODARA ;COMMUNE OUO ;CSPS OUO ;eqen9nBV8Rp;Cascades;DS Mangodara;Ouo;CSPS Ouo
nwFggcrG9UU;Cascades;DS Mangodara;Sideradougou;CM Sidéradougou;FFFiVC68Faq;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CM SIDERADOUGOU ;nwFggcrG9UU;Cascades;DS Mangodara;Sideradougou;CM Sidéradougou
YnTgwVxS4mi;Cascades;DS Mangodara;Sideradougou;CSPS Dandougou de Koéré;FkJq8EVi5Hp;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS DANDOUGOU DE KOUERE ;YnTgwVxS4mi;Cascades;DS Mangodara;Sideradougou;CSPS Dandougou de Koéré
dBYaeeg0NTC;Cascades;DS Mangodara;Sideradougou;CSPS Dégué-Dégué;WIbbYaYHIIG;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS DEGUE DEGUE ;dBYaeeg0NTC;Cascades;DS Mangodara;Sideradougou;CSPS Dégué-Dégué
ZXRvDLzEkP5;Cascades;DS Mangodara;Sideradougou;CSPS Dérégoué;M4eEMgpDW9Z;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS DEREGOUE ;ZXRvDLzEkP5;Cascades;DS Mangodara;Sideradougou;CSPS Dérégoué
S9DhwXNrVkL;Cascades;DS Mangodara;Sideradougou;CSPS Doutié;Tbi36vj1zpY;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS DOUTIE ;S9DhwXNrVkL;Cascades;DS Mangodara;Sideradougou;CSPS Doutié
vIK2JRMlVzD;Cascades;DS Mangodara;Sideradougou;CSPS Faradjan;ecMyP11KPHz;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS FARADJAN ;vIK2JRMlVzD;Cascades;DS Mangodara;Sideradougou;CSPS Faradjan
gkTgwIennP7;Cascades;DS Mangodara;Sideradougou;CSPS Gouandougou;uaMLzF2xZgZ;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS GOUANDOUGOU ;gkTgwIennP7;Cascades;DS Mangodara;Sideradougou;CSPS Gouandougou
w639nMUtzl6;Cascades;DS Mangodara;Sideradougou;CSPS Kassandé;J7kehXznbdQ;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS KASSANDE ;w639nMUtzl6;Cascades;DS Mangodara;Sideradougou;CSPS Kassandé
V4Bpifu4PLn;Cascades;DS Mangodara;Sideradougou;CSPS Kouendi;CAVYWqmVjgL;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS KOUENDI ;V4Bpifu4PLn;Cascades;DS Mangodara;Sideradougou;CSPS Kouendi
QMlbZpUNnVM;Cascades;DS Mangodara;Sideradougou;CSPS Kouéré;UQn7Qb8RHJK;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS KOUERE ;QMlbZpUNnVM;Cascades;DS Mangodara;Sideradougou;CSPS Kouéré
smbjgvBac2C;Cascades;DS Mangodara;Sideradougou;CSPS Sampobien;jUOhFHR5OdZ;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS SAMPOBIEN ;smbjgvBac2C;Cascades;DS Mangodara;Sideradougou;CSPS Sampobien
BGN3PcRQVhu;Cascades;DS Mangodara;Sideradougou;Dispensaire Zangazouli;ol4YzUFopDf;CASCADES ;DS MANGODARA ;COMMUNE SIDERADOUGOU ;CSPS ZANGAZOULY ;BGN3PcRQVhu;Cascades;DS Mangodara;Sideradougou;Dispensaire Zangazouli
hL4MyDcmiaF;Cascades;DS Sindou;Dakoro;CSPS Dakoro;ITV0kUmaCcN;CASCADES ;DS SINDOU ;COMMUNE DAKORO ;CSPS DAKORO ;hL4MyDcmiaF;Cascades;DS Sindou;Dakoro;CSPS Dakoro
o5ClB4Zkffu;Cascades;DS Sindou;Douna;CSPS Douna;ouzBwT9m12B;CASCADES ;DS SINDOU ;COMMUNE DOUNA ;CSPS DOUNA ;o5ClB4Zkffu;Cascades;DS Sindou;Douna;CSPS Douna
CxyMErvxbm7;Cascades;DS Sindou;Douna;CSPS Manéna;T4QK8mwpec2;CASCADES ;DS SINDOU ;COMMUNE DOUNA ;CSPS MANENA ;CxyMErvxbm7;Cascades;DS Sindou;Douna;CSPS Manéna
tSrcm0Ef8Fv;Cascades;DS Sindou;Douna;CSPS Niofila;OOt2Po9WXpn;CASCADES ;DS SINDOU ;COMMUNE DOUNA ;CSPS NIOFILA ;tSrcm0Ef8Fv;Cascades;DS Sindou;Douna;CSPS Niofila
BLx1sM4PNu8;Cascades;DS Sindou;Kankalaba;CSPS Bougoula;R4O3CLLHqbt;CASCADES ;DS SINDOU ;COMMUNE KANKALABA ;CSPS BOUGOULA ;BLx1sM4PNu8;Cascades;DS Sindou;Kankalaba;CSPS Bougoula
vSwcZV5HLtj;Cascades;DS Sindou;Kankalaba;CSPS Kaniagara;M6FBA6Gpwx3;CASCADES ;DS SINDOU ;COMMUNE KANKALABA ;CSPS KANIAGARA ;vSwcZV5HLtj;Cascades;DS Sindou;Kankalaba;CSPS Kaniagara
B8pGnDfrP9v;Cascades;DS Sindou;Kankalaba;CSPS Kankalaba;nuWaKieJDCb;CASCADES ;DS SINDOU ;COMMUNE KANKALABA ;CSPS KANKALABA ;B8pGnDfrP9v;Cascades;DS Sindou;Kankalaba;CSPS Kankalaba
kdu0Eosd916;Cascades;DS Sindou;Loumana;CSPS Baguera;PLVzli8IZcF;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS BAGUERA ;kdu0Eosd916;Cascades;DS Sindou;Loumana;CSPS Baguera
XbfywP5QptU;Cascades;DS Sindou;Loumana;CSPS Kafina;fdBL3GeUBog;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS KAFINA ;XbfywP5QptU;Cascades;DS Sindou;Loumana;CSPS Kafina
dxis8QHwVAv;Cascades;DS Sindou;Loumana;CSPS Kangoura;HWX8au5wqid;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS KANGOURA ;dxis8QHwVAv;Cascades;DS Sindou;Loumana;CSPS Kangoura
qD3EwKfaZ7T;Cascades;DS Sindou;Loumana;CSPS Lera;Buugbgt7Tng;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS LERA ;qD3EwKfaZ7T;Cascades;DS Sindou;Loumana;CSPS Lera
L74jJJ1ocNZ;Cascades;DS Sindou;Loumana;CSPS Loumana;SnJ2nK7X4eU;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS LOUMANA ;L74jJJ1ocNZ;Cascades;DS Sindou;Loumana;CSPS Loumana
rSNqWKb6Pib;Cascades;DS Sindou;Loumana;CSPS Negueni;GvwCf9VqUg9;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS NEGUENI ;rSNqWKb6Pib;Cascades;DS Sindou;Loumana;CSPS Negueni
mwjjNRFXIxf;Cascades;DS Sindou;Loumana;CSPS Niansogni;GxPtt8YNBgd;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS NIANSOGONI ;mwjjNRFXIxf;Cascades;DS Sindou;Loumana;CSPS Niansogni
dFFa63amCxM;Cascades;DS Sindou;Loumana;CSPS Zéguédougou;VTrODSX9SDO;CASCADES ;DS SINDOU ;COMMUNE LOUMANA ;CSPS ZEGUEDOUGOU ;dFFa63amCxM;Cascades;DS Sindou;Loumana;CSPS Zéguédougou
hwcUJNgqEpr;Cascades;DS Sindou;Niankorodougou;CM Niankorodougou;EaglHH5LKGa;CASCADES ;DS SINDOU ;COMMUNE NIANKORODOUGOU ;CM NIANKORODOUGOU ;hwcUJNgqEpr;Cascades;DS Sindou;Niankorodougou;CM Niankorodougou
grStnjsCLzk;Cascades;DS Sindou;Niankorodougou;CSPS Foukoura;wMMnu8qiLTW;CASCADES ;DS SINDOU ;COMMUNE NIANKORODOUGOU ;CSPS FOURKOURA ;grStnjsCLzk;Cascades;DS Sindou;Niankorodougou;CSPS Foukoura
FqfLoKV4lVL;Cascades;DS Sindou;Niankorodougou;CSPS Kawolo;nvxmjSo6FfM;CASCADES ;DS SINDOU ;COMMUNE NIANKORODOUGOU ;CSPS KAWOLO ;FqfLoKV4lVL;Cascades;DS Sindou;Niankorodougou;CSPS Kawolo
fgPGKQrMUuS;Cascades;DS Sindou;Niankorodougou;CSPS Nerfoundougou;kZqNdYemWPr;CASCADES ;DS SINDOU ;COMMUNE NIANKORODOUGOU ;CSPS NERFOUNDOUGOU ;fgPGKQrMUuS;Cascades;DS Sindou;Niankorodougou;CSPS Nerfoundougou
ykTvx2XF37c;Cascades;DS Sindou;Niankorodougou;CSPS Zégnédougou;V4hm8kVdY22;CASCADES ;DS SINDOU ;COMMUNE NIANKORODOUGOU ;CSPS ZEGNEDOUGOU ;ykTvx2XF37c;Cascades;DS Sindou;Niankorodougou;CSPS Zégnédougou
YUyQf8vbk8Y;Cascades;DS Sindou;Oueleni;CSPS Kobadah;kwpvpZgTHKD;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS KOBADAH ;YUyQf8vbk8Y;Cascades;DS Sindou;Oueleni;CSPS Kobadah
qOUwnPQIQtF;Cascades;DS Sindou;Oueleni;CSPS Oueléni;mZgF92mg9fp;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS OUELENI ;qOUwnPQIQtF;Cascades;DS Sindou;Oueleni;CSPS Oueléni
VO6liBcFSGf;Cascades;DS Sindou;Oueleni;CSPS Outila;MQWX5G77Dsc;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS OUTILA ;VO6liBcFSGf;Cascades;DS Sindou;Oueleni;CSPS Outila
be4Q3WBAiOf;Cascades;DS Sindou;Oueleni;CSPS Téna;dgbjSfGAJKm;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS TENA ;be4Q3WBAiOf;Cascades;DS Sindou;Oueleni;CSPS Téna
M91BUXYH79f;Cascades;DS Sindou;Oueleni;Dispensaire Sarkandjala;sS99RPht2Yg;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS SARKANDJALA ;M91BUXYH79f;Cascades;DS Sindou;Oueleni;Dispensaire Sarkandjala
rRY5cMchlEv;Cascades;DS Sindou;Oueleni;Tiongo;b5ofMOfB1br;CASCADES ;DS SINDOU ;COMMUNE OUELENI ;CSPS TIONGO ;rRY5cMchlEv;Cascades;DS Sindou;Oueleni;Tiongo
J2xRB2feDsL;Cascades;DS Sindou;Sindou;CMA Sindou;bNnfoYaSnAN;CASCADES ;DS SINDOU ;COMMUNE SINDOU ;CMA SINDOU ;J2xRB2feDsL;Cascades;DS Sindou;Sindou;CMA Sindou
DRkITNQNMns;Cascades;DS Sindou;Sindou;CSPS Konadougou;NnaCK0vJlhr;CASCADES ;DS SINDOU ;COMMUNE SINDOU ;CSPS KONADOUGOU ;DRkITNQNMns;Cascades;DS Sindou;Sindou;CSPS Konadougou
YCmALYXo3qi;Cascades;DS Sindou;Sindou;CSPS Sindou Urbain;mYEIeB6Smf9;CASCADES ;DS SINDOU ;COMMUNE SINDOU ;CSPS SINDOU URBAIN ;YCmALYXo3qi;Cascades;DS Sindou;Sindou;CSPS Sindou Urbain
SY6KoxWkQWE;Cascades;DS Sindou;Sindou;CSPS Tourny;j0y3FdoJgwX;CASCADES ;DS SINDOU ;COMMUNE SINDOU ;CSPS TOURNY ;SY6KoxWkQWE;Cascades;DS Sindou;Sindou;CSPS Tourny
lALCLyJGYn7;Cascades;DS Sindou;Sindou;dispensaire Kawara;hImwqedM91e;CASCADES ;DS SINDOU ;COMMUNE SINDOU ;CSPS KAWARA DS SINDOU ;lALCLyJGYn7;Cascades;DS Sindou;Sindou;dispensaire Kawara
poE7kBTKqdN;Cascades;DS Sindou;Wolokonto;CSPS Malon;nwEs4wyqt64;CASCADES ;DS SINDOU ;COMMUNE WOLOKONTO ;CSPS MALON ;poE7kBTKqdN;Cascades;DS Sindou;Wolokonto;CSPS Malon
DGmvpT4Taef;Cascades;DS Sindou;Wolokonto;CSPS Wolokonto ;Esg4ii0oUgw;CASCADES ;DS SINDOU ;COMMUNE WOLOKONTO ;CSPS WOLOKONTO ;DGmvpT4Taef;Cascades;DS Sindou;Wolokonto;CSPS Wolokonto 
cTajkQdWsFm;Centre;DS Baskuy;Baskuy;Centre Médico scolaire;VR4sAsKdBeV;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CENTRE MEDICO SCOLAIRE ;cTajkQdWsFm;Centre;DS Baskuy;Baskuy;Centre Médico scolaire
SX8tstNVCZ0;Centre;DS Baskuy;Baskuy;Clinique ABBEF (DS Baskuy);YBwd3c6h8KU;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CLINIQUE ABBEF (DS BASKUY) ;SX8tstNVCZ0;Centre;DS Baskuy;Baskuy;Clinique ABBEF (DS Baskuy)
aonPsP9eZoE;Centre;DS Baskuy;Baskuy;CM Gounghin;FYPe8l11U3G;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CM GOUNGHIN ;aonPsP9eZoE;Centre;DS Baskuy;Baskuy;CM Gounghin
fk0PwvaEiAE;Centre;DS Baskuy;Baskuy;CM Pogbi;jmOuVyK0SXy;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CM POGBI ;fk0PwvaEiAE;Centre;DS Baskuy;Baskuy;CM Pogbi
i2sEg4GvK6F;Centre;DS Baskuy;Baskuy;CM Samadin;iWNfAbwA4Pw;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CMU SAMANDIN ;i2sEg4GvK6F;Centre;DS Baskuy;Baskuy;CM Samadin
dUWlSbNumJW;Centre;DS Baskuy;Baskuy;CM Urbain (DS Baskuy);PyjWcN3dxYP;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CM URBAIN (DS BASKUY) ;dUWlSbNumJW;Centre;DS Baskuy;Baskuy;CM Urbain (DS Baskuy)
C9SOqPdmmk9;Centre;DS Baskuy;Baskuy;CSPS Secteur 10 Ouagadougou;vEhJW5m82TX;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CSPS SECTEUR 10 OUAGADOUGOU ;C9SOqPdmmk9;Centre;DS Baskuy;Baskuy;CSPS Secteur 10 Ouagadougou
Q6RGiHD4Hfs;Centre;DS Baskuy;Baskuy;CSPS Secteur 12 Ouagadougou;jlv8usJ0N9t;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CSPS SECTEUR 12 OUAGADOUGOU ;Q6RGiHD4Hfs;Centre;DS Baskuy;Baskuy;CSPS Secteur 12 Ouagadougou
v9Qx5khhgN0;Centre;DS Baskuy;Baskuy;CSPS Secteur 3 Ouagadougou;nEFKJIYfS7o;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CSPS SECTEUR 3 OUAGADOUGOU ;v9Qx5khhgN0;Centre;DS Baskuy;Baskuy;CSPS Secteur 3 Ouagadougou
B6w0Mwn7ZGV;Centre;DS Baskuy;Baskuy;Dispensaire Jean Louis Garnison;MyCo08L4zrR;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;DISPENSAIRE JEAN LOUIS GARNISON ;B6w0Mwn7ZGV;Centre;DS Baskuy;Baskuy;Dispensaire Jean Louis Garnison
YZh9Ns1Z1iV;Centre;DS Baskuy;Baskuy;Dispensaire Larlé;epJABsuEERF;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;DISPENSAIRE LARLE ;YZh9Ns1Z1iV;Centre;DS Baskuy;Baskuy;Dispensaire Larlé
sa1AWzb1Skm;Centre;DS Baskuy;Baskuy;Infirmerie CNSS;gPedM0eX8AP;CENTRE ;DS BASKUY ;COMMUNE BASKUY ;CM CNSS ;sa1AWzb1Skm;Centre;DS Baskuy;Baskuy;Infirmerie CNSS
yd9gspeCadl;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier La providence;cb4zVZXxjAJ;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER LA PROVIDENCE ;yd9gspeCadl;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier La providence
pRPzSdAWUB7;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Laafi Kuilga;lvBQ7TTqH80;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER LAAFI KUILGA ;pRPzSdAWUB7;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Laafi Kuilga
VwnnZZ0KawX;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Laafibe;ppkt9Gq7zbN;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER LAAFIBE ;VwnnZZ0KawX;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Laafibe
F19CbE5ma9d;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Notre dame des graces Laafi-sore;ZQihsUlbPXT;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER NOTRE DAME DES GRACES LAAFI SORE ;F19CbE5ma9d;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Notre dame des graces Laafi-sore
enBMUgcyUpv;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Patindsongo;BlUE65VSdpE;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER PATINDSONGO ;enBMUgcyUpv;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Patindsongo
osZZK2KOGB5;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Wend la laafi;rAojOXPkhau;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOIN INFIRMIER WEND LA LAAFI ;osZZK2KOGB5;Centre;DS Bogodogo;Bogodogo;Cabinet de soin infirmier Wend la laafi
UeLiQgicC8B;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmier Bien etre;DbJAIaENaab;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIER BIEN ETRE ;UeLiQgicC8B;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmier Bien etre
sVXWMpNaIze;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers BARAKA;bP5Q5EjKgEy;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS BARAKA ;sVXWMpNaIze;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers BARAKA
G002Mp8fXcs;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Bernado-Davidson;qa683Q7i9qq;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS BERNADO DAVIDSON ;G002Mp8fXcs;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Bernado-Davidson
JNq3V6GO4uZ;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Bon Secours;geKDIKRzzPR;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS BON SECOURS ;JNq3V6GO4uZ;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Bon Secours
Q6dm2u1a0kT;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Cyrille bambara;gKd071hdZcV;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS CYRILLE BAMBARA ;Q6dm2u1a0kT;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Cyrille bambara
I4oiBmcSTYP;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Elim;SyuJh4jIhD9;CENTRE ;DS BOGODOGO ;COMMUNE BOGODOGO ;CABINET DE SOINS INFIRMIERS ELIM ;I4oiBmcSTYP;Centre;DS Bogodogo;Bogodogo;Cabinet de soins infirmiers Elim
