EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS
joLRwpWJDAb;Centre Est;DS Bittou;Bittou;CSPS Kankanmogré;LpVKAdfYGn0;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS KANKANMOGRE 
xWprMvJSkgh;Centre Est;DS Bittou;Bittou;CSPS Loaba;M54KlHGnglp;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS LOABA 
dy3cRyDQeEa;Centre Est;DS Bittou;Bittou;CSPS Mogandé;wrngk2hA3t4;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS MOGANDE 
vnFgYhmPeTP;Centre Est;DS Bittou;Bittou;CSPS Mogomnoré;YJqVeFTmxhZ;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS MOGOMNORE 
LN27DrFWUca;Centre Est;DS Bittou;Bittou;CSPS Sawenga;G0MU5TukkZF;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS SAWENGA 
urumrg83iKT;Centre Est;DS Bittou;Bittou;CSPS Zekézé;vEd2macxcsi;CENTRE EST ;DS BITTOU ;COMMUNE BITTOU ;CSPS ZEKEZE 
BNPDXYGHe8t;Centre Est;DS Garango;Béguédo;CM Béguédo;Lz95naIQawO;CENTRE EST ;DS GARANGO ;COMMUNE BEGUEDO ;CM BEGUEDO 
K42h9EWySEz;Centre Est;DS Garango;Béguédo;CSPS Diarra;BsuvsSfiDKv;CENTRE EST ;DS GARANGO ;COMMUNE BEGUEDO ;CSPS DIARRA 
S0tRchJMBeK;Centre Est;DS Garango;Béguédo;CSPS Fingla;JS4UFDqqFmj;CENTRE EST ;DS GARANGO ;COMMUNE BEGUEDO ;CSPS FINGLA 
ALdgWH4rnNA;Centre Est;DS Garango;Boussouma;CSPS Boussouma;gDFySAysZK7;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS BOUSSOUMA 
lHBkh53eNYw;Centre Est;DS Garango;Boussouma;CSPS Dango;zhxLebsvWi6;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS DANGO 
wZhRi3Akilw;Centre Est;DS Garango;Boussouma;CSPS Dierma;rGVMRWuWQc3;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS DIERMA 
prg5wP5HjnM;Centre Est;DS Garango;Boussouma;CSPS Lengha;FojQtlqh9tC;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS LENGHA 
k8K4QzskfXt;Centre Est;DS Garango;Boussouma;CSPS Ouazi;oDAQmR2CLCz;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS OUAZI 
X3r4exsrgdF;Centre Est;DS Garango;Boussouma;CSPS Zabga;sA4stho9Nxb;CENTRE EST ;DS GARANGO ;COMMUNE BOUSSOUMA ;CSPS ZABGA 
f61MySokhk2;Centre Est;DS Garango;Garango;CMA Garango;yQLgs2JBWK8;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CMA GARANGO 
tibC4VZTNph;Centre Est;DS Garango;Garango;CSPS Dissiam;Cl3UlqZmRTJ;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS DISSIAM 
uhpAbsGWlfL;Centre Est;DS Garango;Garango;CSPS Kombinatenga;qUfjhT6rKK3;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS KOMBINATENGA 
WMUOxBOB3c0;Centre Est;DS Garango;Garango;CSPS Lergho;WJwVoSnn4jT;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS LERGHO 
gIrmJrLAkdA;Centre Est;DS Garango;Garango;CSPS Magourou;YBqwtcRclC1;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS MAGOUROU 
ZACf0khPDEf;Centre Est;DS Garango;Garango;CSPS Ouarégou;ioEh7fke7gn;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS OUAREGOU 
eU6uD5Oru3P;Centre Est;DS Garango;Garango;CSPS Pagou;i8nSRgKjJzr;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS PAGOU 
a6R2dujjqMe;Centre Est;DS Garango;Garango;CSPS Sanogho;ZCbvSkUsSC5;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS SANOGHO 
Pi8lnOpdVjO;Centre Est;DS Garango;Garango;CSPS Tangaré;hB2HH4HxTbX;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS TANGARE 
YA6EPaAHCYy;Centre Est;DS Garango;Garango;CSPS Torla;wdFcEtPvOFG;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS TORLA 
PgK9u6mFBNQ;Centre Est;DS Garango;Garango;CSPS Urbain Garango;KOTCFj4cQ9S;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS URBAIN GARANGO 
dxktliH1LcT;Centre Est;DS Garango;Garango;CSPS Zidré;RznRkJfsJzS;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS ZIDRE 
qngDhXx02QZ;Centre Est;DS Garango;Garango;CSPS Zigla Koulpélé;tI2UReCupDH;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS ZIGLA KOULPELE 
HRIVKqziMCV;Centre Est;DS Garango;Garango;CSPS Zigla Polacé;YCEF7iK4vp0;CENTRE EST ;DS GARANGO ;COMMUNE GARANGO ;CSPS ZIGLA POLACE 
uL4qeqaDwqI;Centre Est;DS Garango;Komtoéga;CSPS Goulanda;GWiUFQTZ8IG;CENTRE EST ;DS GARANGO ;COMMUNE KOMTOEGA ;CSPS GOULANDA 
OJpWHnkD0C5;Centre Est;DS Garango;Komtoéga;CSPS Komtoèga;OTQaiB7XiM4;CENTRE EST ;DS GARANGO ;COMMUNE KOMTOEGA ;CSPS KOMTOEGA 
mrp2fg9RZow;Centre Est;DS Garango;Komtoéga;CSPS Samsagbo;HohckJQKfzB;CENTRE EST ;DS GARANGO ;COMMUNE KOMTOEGA ;CSPS SAMSAGBO 
BJzCkacMdff;Centre Est;DS Garango;Komtoéga;CSPS Toécé;NAuOvN5cRaW;CENTRE EST ;DS GARANGO ;COMMUNE KOMTOEGA ;CSPS TOECE 
d5cmc2Ae5fP;Centre Est;DS Garango;Komtoéga;CSPS Zoumtoèga;K48y3CtfDjh;CENTRE EST ;DS GARANGO ;COMMUNE KOMTOEGA ;CSPS ZOUMTOEGA 
D9mkeVBOi21;Centre Est;DS Garango;Niaogho;CSPS Niaogho;UqivR61SgEQ;CENTRE EST ;DS GARANGO ;COMMUNE NIAOGHO ;CSPS NIAOGHO 
Zy1Rovwh05K;Centre Est;DS Garango;Niaogho;CSPS Niaogho 2;SV8M7qetMnu;CENTRE EST ;DS GARANGO ;COMMUNE NIAOGHO ;CSPS NIAOGHO 2 
IudqkHMSkR7;Centre Est;DS Garango;Niaogho;CSPS Niarba;gpUpTeZ1lo7;CENTRE EST ;DS GARANGO ;COMMUNE NIAOGHO ;CSPS NIARBA 
D5KMaEI225O;Centre Est;DS Koupéla;Baskouré;CSPS Baskouré;nrntEzEn7ub;CENTRE EST ;DS KOUPELA ;COMMUNE BASKOURE ;CSPS BASKOURE 
IS1q04JYDSs;Centre Est;DS Koupéla;Baskouré;CSPS Nakaba;j9v1rO3tljf;CENTRE EST ;DS KOUPELA ;COMMUNE BASKOURE ;CSPS NAKABA 
qeuk904zBoO;Centre Est;DS Koupéla;Baskouré;CSPS Ounougou;kt3qqtfSo3c;CENTRE EST ;DS KOUPELA ;COMMUNE BASKOURE ;CSPS OUNOUGOU 
IYz4WpCaIYd;Centre Est;DS Koupéla;Dialgaye;CSPS Boulga;DnW8VLUe7dF;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS BOULGA 
j02Gg66ashL;Centre Est;DS Koupéla;Dialgaye;CSPS Dagamtenga;UOyfCxgZwoI;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS DAGAMTENGA 
nlThPk1arX4;Centre Est;DS Koupéla;Dialgaye;CSPS Dassoui;PrAVTEz9kzj;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS DASSOUI 
ZV6BEF8lW1q;Centre Est;DS Koupéla;Dialgaye;CSPS Dialgaye;yKQbSlbVssk;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS DIALGAYE 
nHSc22UPIDz;Centre Est;DS Koupéla;Dialgaye;CSPS Issiri yaoghin;rxQLftcbDHS;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS ISRI YAOGHIN 
RxbXy68DJlE;Centre Est;DS Koupéla;Dialgaye;CSPS kalwêga;bFFIDT3BNPi;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS KALWEGA 
hOs7S9bIjmC;Centre Est;DS Koupéla;Dialgaye;CSPS Zéguédéga;JZ2pwAdVbaT;CENTRE EST ;DS KOUPELA ;COMMUNE DIALGAYE ;CSPS ZEGUEDEGA 
w5NCjAuoQUV;Centre Est;DS Koupéla;Gounghin;CSPS Dimistenga;t0UX7qYofMO;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS DIMISTENGA 
e2hNjvq74xq;Centre Est;DS Koupéla;Gounghin;CSPS Gounghin;KWRa9U9Mc6x;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS GOUNGHIN 
K7llm6dR0I2;Centre Est;DS Koupéla;Gounghin;CSPS Kabéga;opAqxtDr6Bq;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS KABEGA 
xOTmVM4c8cs;Centre Est;DS Koupéla;Gounghin;CSPS Lesogtenga;BIcIlC51eJc;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS LESOGTENGA 
H5hL52xpIOu;Centre Est;DS Koupéla;Gounghin;CSPS Nioughin;Qll3gBZT0C1;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS NIOUGHIN 
oWyW7tJgIHg;Centre Est;DS Koupéla;Gounghin;CSPS Sampongho;et3ab2vtItq;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS SAMPAONGHO 
HC9uCGSZBxQ;Centre Est;DS Koupéla;Gounghin;CSPS Teyogdin;cirARthiiNR;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS TEYOGDIN 
GwPPLcNLYGs;Centre Est;DS Koupéla;Gounghin;Maternité Ouédogo-Bokin;Yr2tIeupOkz;CENTRE EST ;DS KOUPELA ;COMMUNE GOUNGHIN ;CSPS OUEDOGO BOKIN 
qHplN4FbSDy;Centre Est;DS Koupéla;Koupéla;CSPS Baadtenga;yQPDe7cfPiO;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CM BADTENGA 
LCMwpW9kzDX;Centre Est;DS Koupéla;Koupéla;CSPS Gambaga;qjUOO6jU3gK;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS GAMBAGA 
SZKYbuNrLq8;Centre Est;DS Koupéla;Koupéla;CSPS Koupéla;dw5acZdG9ce;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS KOUPELA 
oOUKJgtWb89;Centre Est;DS Koupéla;Koupéla;CSPS Ligdi-Malguem;xHcx2qT8ml4;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS LIGDI MALGUEM 
aeBYNGtwpOL;Centre Est;DS Koupéla;Koupéla;CSPS Nakalbo;ZzXmSOueKHD;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS NAKALBO 
CihSOxRT0n2;Centre Est;DS Koupéla;Koupéla;CSPS Nohoungo;uOetBDa2IZz;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS NOHOUNGO 
Evi9QkSdVDP;Centre Est;DS Koupéla;Koupéla;CSPS Zaogo;PTxpqhWUANT;CENTRE EST ;DS KOUPELA ;COMMUNE KOUPELA ;CSPS ZAOGO 
QKeSSMovtik;Centre Est;DS Koupéla;Tensobentenga;CSPS Tensobentenga;oSTxslVnzPR;CENTRE EST ;DS KOUPELA ;COMMUNE TENSOBTENGA ;CSPS TOUGMETENGA 
ELg5Wu5qnnV;Centre Est;DS Koupéla;Tensobentenga;CSPS Zéologhin;FF7PD0gTdHD;CENTRE EST ;DS KOUPELA ;COMMUNE TENSOBTENGA ;CSPS ZEOLOGHIN 
cpyrWCzIFew;Centre Est;DS Koupéla;Yargo;CSPS Tandatenga;SupZzdtm5kc;CENTRE EST ;DS KOUPELA ;COMMUNE YARGO ;CSPS TANDATENGA 
TvuG5RDFbJz;Centre Est;DS Koupéla;Yargo;CSPS Yargo;kwkxNgbALHV;CENTRE EST ;DS KOUPELA ;COMMUNE YARGO ;CSPS YARGO DS KOUPELA 
cbiXVDCgmH8;Centre Est;DS Ouargaye;Comin yanga;CSPS Comin-yanga;aDwO4UmX3vU;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS COMINYANGA 
VncvO0AMS3K;Centre Est;DS Ouargaye;Comin yanga;CSPS Kakati;rcYozXc4sTq;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS KAKATI 
YzLScJIa8u8;Centre Est;DS Ouargaye;Comin yanga;CSPS Kiugou Kandaga;b1Wq6oKLCka;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS KIUGOU KANDAGA 
kegqZFdM4ip;Centre Est;DS Ouargaye;Comin yanga;CSPS Kohogo;RxYV7uKIg33;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS KOHOGO 
DUX5GBpjIfi;Centre Est;DS Ouargaye;Comin yanga;CSPS Konzeogo;Cf5AdBztmUa;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS KONZEOGO 
gswgxnfJ2Tp;Centre Est;DS Ouargaye;Comin yanga;CSPS Zonghin;JzUwGlrc9BG;CENTRE EST ;DS OUARGAYE ;COMMUNE COMIN YANGA ;CSPS ZONGHIN 
o2Xm4x9LWAK;Centre Est;DS Ouargaye;Dourtenga;CSPS Dourtenga;IaTGUGarB1U;CENTRE EST ;DS OUARGAYE ;COMMUNE DOURTENGA ;CSPS DOURTENGA 
geXE3RiqAnv;Centre Est;DS Ouargaye;Dourtenga;CSPS Katoulbéré;GAwWFUXdsW7;CENTRE EST ;DS OUARGAYE ;COMMUNE DOURTENGA ;CSPS KATOULBERE 
HCDyuSGEjPn;Centre Est;DS Ouargaye;Dourtenga;CSPS Kobré;JWK9GsliLXj;CENTRE EST ;DS OUARGAYE ;COMMUNE DOURTENGA ;CSPS KOBRE 
B44HdhTU0q9;Centre Est;DS Ouargaye;Lalgaye;CSPS Lalgaye;ucVUPRvsyay;CENTRE EST ;DS OUARGAYE ;COMMUNE LALGAYE ;CSPS LALGAYE 
tMZ0giU7y2U;Centre Est;DS Ouargaye;Lalgaye;CSPS Sablogo;ZjDlcfyHW4v;CENTRE EST ;DS OUARGAYE ;COMMUNE LALGAYE ;CSPS SABLOGO 
Z8Xdsx0NuU7;Centre Est;DS Ouargaye;Lalgaye;CSPS Tengsobtenga;HctFhZbZxOr;CENTRE EST ;DS OUARGAYE ;COMMUNE LALGAYE ;CSPS TENSOBTENGA 
WrIza0Gx6bP;Centre Est;DS Ouargaye;Lalgaye;CSPS Yalgo de Ourgaye;bhjq6EpSExg;CENTRE EST ;DS OUARGAYE ;COMMUNE LALGAYE ;CSPS YALGO DE OURGAYE 
qXK0Dstli6I;Centre Est;DS Ouargaye;Ouargaye;CMA Ouargaye;iQg5cDWhch3;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CMA OUARGAYE 
VqQTj9BPQmB;Centre Est;DS Ouargaye;Ouargaye;CSPS Babakou;goe1Dx6aEw0;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS BABAKOU 
jj23Ds0Gi63;Centre Est;DS Ouargaye;Ouargaye;CSPS Bittin;JLGg6dDZiho;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS BITTIN 
TLEYgFGYHRP;Centre Est;DS Ouargaye;Ouargaye;CSPS Konglore;ynHtcL54BpE;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS KONGLORE 
IFAxhsWAUCo;Centre Est;DS Ouargaye;Ouargaye;CSPS Lerghin;SavSiYivcPC;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS LERGHIN 
NI4LnIbsqK4;Centre Est;DS Ouargaye;Ouargaye;CSPS Méné;SieJbocpVlR;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS MENE 
e2wl4uorQA1;Centre Est;DS Ouargaye;Ouargaye;CSPS Urbain;GGKzclmkcbq;CENTRE EST ;DS OUARGAYE ;COMMUNE OUARGAYE ;CSPS URBAIN 
NPkIQxx7rj6;Centre Est;DS Ouargaye;Sangha;CSPS Bilgmdouré;S9wMIJoZdiU;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS BILGMDOURE 
xc7y65FPRp7;Centre Est;DS Ouargaye;Sangha;CSPS Cinkansé-sangha;s1QLAMjQekl;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS CINKANSE SANGHA
R9xzMtg1HOv;Centre Est;DS Ouargaye;Sangha;CSPS Kandouré;daaLQPX1tZP;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS KANDOURE 
XynNHUhf2ci;Centre Est;DS Ouargaye;Sangha;CSPS Kaongho;rixqM5e5rJy;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS KAONGHO 
s5Zjl2joOwL;Centre Est;DS Ouargaye;Sangha;CSPS Kombilga;VqynroVtaz4;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS KOMBILGA 
d1k5BsiOknV;Centre Est;DS Ouargaye;Sangha;CSPS Sangha;dMeJOoAVkdC;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS SANGHA 
fvD7PMJbz6B;Centre Est;DS Ouargaye;Sangha;CSPS Yourga;a75Ge0eojf5;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS YOURGA 
uYxycO7obhF;Centre Est;DS Ouargaye;Sangha;Dispensaire isolé Dagomkom;TK7lDcqKnuP;CENTRE EST ;DS OUARGAYE ;COMMUNE SANGHA ;CSPS DAGOMKOM 
YCa9exWGtnE;Centre Est;DS Ouargaye;Soudougui;CSPS Boudangou;Z5jzwntGgLn;CENTRE EST ;DS OUARGAYE ;COMMUNE SOUDOUGUI ;CSPS BOUDANGOU 
tZI5zgCCPmr;Centre Est;DS Ouargaye;Soudougui;CSPS Nabangou;shFbChaMK0b;CENTRE EST ;DS OUARGAYE ;COMMUNE SOUDOUGUI ;CSPS NABANGOU 
Lzk2obq3utK;Centre Est;DS Ouargaye;Soudougui;CSPS Napade;eos3243wsrv;CENTRE EST ;DS OUARGAYE ;COMMUNE SOUDOUGUI ;CSPS NAPADE 
gVyLdifpjsq;Centre Est;DS Ouargaye;Soudougui;CSPS Soudougui;mCba5wwcfNL;CENTRE EST ;DS OUARGAYE ;COMMUNE SOUDOUGUI ;CSPS SOUDOUGUI 
VNFjDhrq3Uf;Centre Est;DS Ouargaye;Soudougui;CSPS Zembendé;f3k5UdzKGXl;CENTRE EST ;DS OUARGAYE ;COMMUNE SOUDOUGUI ;CSPS ZEMBENDE 
IlWbSLoY3bz;Centre Est;DS Ouargaye;Yargatenga;Clinique d'accouchement Saint Therèse;SJrrxmQEBkL;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CLINIQUE SAINT THERESE 
kj2YjdcpeBk;Centre Est;DS Ouargaye;Yargatenga;CSPS Cinkanse;Hm5OqOnGmzR;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CSPS CINKANSE 
XtGUahPCKyD;Centre Est;DS Ouargaye;Yargatenga;CSPS Tounoungou Toné;twpBF2GsIB1;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CSPS TOUNOUNGOU TONE 
Ogc9a1nbSur;Centre Est;DS Ouargaye;Yargatenga;CSPS Vaongho;QeWgXBwY13R;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CSPS VAONGHO 
yIr1cB9pmNT;Centre Est;DS Ouargaye;Yargatenga;CSPS Yargatenga;McdwzSlh3Pt;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CSPS YARGATENGA 
noB46jdfssS;Centre Est;DS Ouargaye;Yargatenga;CSPS Zoaga (Yargatenga);BNJcDar7l8n;CENTRE EST ;DS OUARGAYE ;COMMUNE YARGATENGA ;CSPS ZOAGA YARGATENGA 
cyUe7t7UAF8;Centre Est;DS Ouargaye;Yondé;CSPS Bousgou;iGQmW5HL1kd;CENTRE EST ;DS OUARGAYE ;COMMUNE YONDE ;CSPS BOUSGOU 
M97AYsSMC4M;Centre Est;DS Ouargaye;Yondé;CSPS Kamseogo;o6wqAKqigS7;CENTRE EST ;DS OUARGAYE ;COMMUNE YONDE ;CSPS KAMSEOGO 
m5lGf2delSu;Centre Est;DS Ouargaye;Yondé;CSPS Salembaoré;OhHNBmlkUY7;CENTRE EST ;DS OUARGAYE ;COMMUNE YONDE ;CSPS SALEMBAORE 
KKBvkKxUTQ2;Centre Est;DS Ouargaye;Yondé;CSPS Yondé;ZpDlpog95C9;CENTRE EST ;DS OUARGAYE ;COMMUNE YONDE ;CSPS YONDE 
ZhIBxsD6g3Y;Centre Est;DS Pouytenga;Andemtenga;CSPS Andemtenga;oSIwwULYoZo;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS ANDEMTENGA 
H7qPulM79lP;Centre Est;DS Pouytenga;Andemtenga;CSPS Balanghin;PMBXlFw3qEy;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS BALANGHIN 
jISGdGgVBpN;Centre Est;DS Pouytenga;Andemtenga;CSPS Botto;ihdmmT3S7yK;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS BOTTO 
mrK0cgwfark;Centre Est;DS Pouytenga;Andemtenga;CSPS Doundoudougou;kFKqhbi1ocV;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS DOUNDOUDOUGOU 
WXnlXFrkrH3;Centre Est;DS Pouytenga;Andemtenga;CSPS Ouenga;y2ZCHpR2L0a;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS OUENGA 
D5N3YgzehGL;Centre Est;DS Pouytenga;Andemtenga;CSPS Sabrabinatenga;faw7GeaGLul;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS SABRABINATENGA 
k5cAYDF5rSw;Centre Est;DS Pouytenga;Andemtenga;CSPS Songrétenga;eQu2rSpzh1D;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS SONGRETENGA 
wvVDVnXYUPA;Centre Est;DS Pouytenga;Andemtenga;CSPS Tambogo;p8TgmGs6XI1;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS TAMBOGO 
mb5JYZ4WB1T;Centre Est;DS Pouytenga;Andemtenga;CSPS Tanga;a282scDHrnv;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS TANGA 
xJ1f7Ik0yPv;Centre Est;DS Pouytenga;Andemtenga;CSPS Tobaghin;eQC2CIROgGZ;CENTRE EST ;DS POUYTENGA ;COMMUNE ANDEMTENGA ;CSPS TOBAGHIN 
lQj8QUCEoNW;Centre Est;DS Pouytenga;Kando;CSPS Bougretenga;L3a3adA9JZX;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS BOUGRETENGA 
dqrJtGBpJ4B;Centre Est;DS Pouytenga;Kando;CSPS Guirgo;mHElpQlhexh;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS GUIRGO 
r70FHymH0O5;Centre Est;DS Pouytenga;Kando;CSPS Kampelse zougo;G91VT6j2HN7;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS KAMPELSE ZOUGHO 
vHYxyHVvSmj;Centre Est;DS Pouytenga;Kando;CSPS Kando;w7yNVxwzQEh;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS KANDO 
v40lAdDauXG;Centre Est;DS Pouytenga;Kando;CSPS Kodémendé;qYezotnhlP8;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS KODEMENDE 
QyOixhMvRfc;Centre Est;DS Pouytenga;Kando;CSPS Mobega;cqCu3kp9per;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS MOBEGA 
HyLdi2vvyCv;Centre Est;DS Pouytenga;Kando;CSPS Pissy;XN1bSKoqPRC;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS PISSY DS POUYTENGA 
wh2FJNYsdrH;Centre Est;DS Pouytenga;Kando;CSPS Soalga;b9LBkwrJMWR;CENTRE EST ;DS POUYTENGA ;COMMUNE KANDO ;CSPS SOALGA 
u9fktOi3y3b;Centre Est;DS Pouytenga;Pouytenga;Cabinet de soins infirmiers Wend-Manegda;k9xk8zf7EtQ;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CABINET DE SOINS INFIRMIERS WEND MANEGDA 
bNaY1o8VLgd;Centre Est;DS Pouytenga;Pouytenga;Cabinet de Soins Infrmiers Nayolsba;yL4edxbOgKy;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CABINET DE SOINS INFRMIERS NAYOLSBA 
uhuufPFq5ZK;Centre Est;DS Pouytenga;Pouytenga;Cabinet de soins Jehova Rapha;qk3YbU0IvMZ;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CABINET DE SOINS JEHOVA RAPHA 
zllw2eVoMJW;Centre Est;DS Pouytenga;Pouytenga;Clinique Accouchement Pouya;k1SWNTauiau;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CLINIQUE ACCOUCHEMENT POUYA 
QjrFzvv3lYe;Centre Est;DS Pouytenga;Pouytenga;CMA Pouytenga;LnxPNyDKYsu;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CMA POUYTENGA 
FaRk8aBOxI1;Centre Est;DS Pouytenga;Pouytenga;CSPS Balkiou;hKfFyy7jxUS;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS BALKIOU 
u7XC0uwO6rL;Centre Est;DS Pouytenga;Pouytenga;CSPS Belmé;tNd9TfbCJDy;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS BELMIN 
LkKcy6LIO1P;Centre Est;DS Pouytenga;Pouytenga;CSPS Kalwartenga;sHys2K4Yl2a;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS KALWARTENGA 
KWXZTHHGXOt;Centre Est;DS Pouytenga;Pouytenga;CSPS Naryaoghin;Q2dVsSXeF9n;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS NARYAHOGHIN 
Zo8o4XP4l3X;Centre Est;DS Pouytenga;Pouytenga;CSPS Natenga;AQYm2mOi45E;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS NATENGA 
