EDM_id;EDM_Region;EDM_DS;EDM_commune;EDM_FS;EGRATUITE_id;EGRATUITE_Region;EGRATUITE_DS;EGRATUITE_commune;EGRATUITE_FS
MDLHs6QmCHt;Centre Est;DS Pouytenga;Pouytenga;CSPS Ramessim;RK1rh2YVKDr;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS RAMISSIM 
wETqipkt9yG;Centre Est;DS Pouytenga;Pouytenga;CSPS URBAIN 3;UBRQDT7W5FP;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS URBAIN 3 
Deg3JQOjK08;Centre Est;DS Pouytenga;Pouytenga;CSPS YARGHO;X5b4lvAEdjv;CENTRE EST ;DS POUYTENGA ;COMMUNE POUYTENGA ;CSPS YARGHO DS POUYTENGA 
qWG5QO9oVRc;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Bagré Périmètre;q6dxvvCKtre;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS BAGRE PERIMETRE 
AwYf00jiIoU;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Bagré V11;TRvcZJW0UIs;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS BAGRE V11 
nk2xMidbYa2;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Bagré V2;nDrmgagUK14;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS BAGRE V2 
zqZghvjNrTL;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Bagré Village;B9FyR8ijajA;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS BAGRE VILLAGE 
aEKvr2DkmG0;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Bégassé;ncrupzlyyl3;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS BEGASSE 
RKgDJDkEZhA;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Guingalé;mD0y1qp31Mq;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS GUINGALE 
viowN0C0m2o;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Sangaboulé;gRIQO1w4dYj;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS SAGABOULE 
xt04wZGixC2;Centre Est;DS Tenkodogo;Bagré (DS Tenkodogo);CSPS Zabo;Q7sNt5gHfLD;CENTRE EST ;DS TENKODOGO ;COMMUNE BAGRE ;CSPS ZABO 
Kar8ebLylp5;Centre Est;DS Tenkodogo;Bissiga;CSPS Benna;yrxgfgCq8Gw;CENTRE EST ;DS TENKODOGO ;COMMUNE BISSIGA ;CSPS BENNA 
IOjhTTHWlNi;Centre Est;DS Tenkodogo;Bissiga;CSPS Bissiga;Cyy3b1Uy45u;CENTRE EST ;DS TENKODOGO ;COMMUNE BISSIGA ;CSPS BISSIGA DS TENKODOGO 
yiQyfSoKyhY;Centre Est;DS Tenkodogo;Bissiga;CSPS Godin;TJeuDVIjzIG;CENTRE EST ;DS TENKODOGO ;COMMUNE BISSIGA ;CSPS GODIN 
NCYBhOeZSdz;Centre Est;DS Tenkodogo;Bissiga;CSPS Kankarabogin;ozObdg3JyW1;CENTRE EST ;DS TENKODOGO ;COMMUNE BISSIGA ;CSPS KANKARABOGHIN 
FT3oCmI36fc;Centre Est;DS Tenkodogo;Bissiga;CSPS Siyalghin;A71HFYJe6bc;CENTRE EST ;DS TENKODOGO ;COMMUNE BISSIGA ;CSPS SYALGHIN 
aNPSDU3G67a;Centre Est;DS Tenkodogo;Tenkodogo;Clinique Bethel de Tenkodogo;kKy64estVHl;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CLINIQUE BETHEL DE TENKODOGO 
FJvU7PJBAbe;Centre Est;DS Tenkodogo;Tenkodogo;CMU Tenkodogo;iH34DepERjY;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CMU TENKODOGO 
MPSLI8mG3Jy;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Cella;HBPTaN4s6pJ;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS CELLA 
sB7vDHNaIVA;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Kampoaga;tcq7bOdF5bv;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS KAMPOAGA 
dFDWJPC78zZ;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Leda;IjpklV9lTm4;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS LEDA 
mBFEOjx3WgG;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Loanga;vQ9kZZxjbth;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS LOANGA 
I7qiHHm3zoU;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Loanga-Cella;XQ3hUaSvJba;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS LOANGA CELLA 
ul9CCI5EcJD;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Loukou;TaaszbnVOyV;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS LOUKOU 
mRmsGzufGQh;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Malengha;uyCB1znBEkd;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS MALENGHA 
dWDEkFYe8cr;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Moaga;GWgO35UbV9b;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS MOAGA 
uIiZNIgIxtR;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Ouamne;cByxNwD3nRw;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS OUAMNE 
ldip95zMMGn;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Ouéguédo;pql3ZOiM53o;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS OUEGUEDO 
rrM1rQW7hiT;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Ounzéogo;S3XEfgSFOPj;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS OUNZEOGO 
HGI0qrB7wsJ;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Sabtenga;GSVGWfEnq1B;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS SABTENGA TENKODOGO 
JI75FRZaeXH;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Samando;dS7JOxWNAYn;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS SAMANDO 
xkNOgyE7Pyf;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Sassema;ycsglDUnKab;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS SASSEMA 
xDtiQT32IxQ;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Soumagou;Qj8fU5LY52N;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS SOUMAGOU 
YLOueCuzIud;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Urbain 1;GmIRtrCU31m;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS URBAIN I 
NjiUn8izvwB;Centre Est;DS Tenkodogo;Tenkodogo;CSPS Urbain 3;m6j3i9uX93f;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS URBAIN III 
fUGngprg2Jb;Centre Est;DS Tenkodogo;Tenkodogo;Dispensaire Kokoaga;bU4vUuuHKyP;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;CSPS KOKOAGA 
X6z5tXENboa;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie Bon Berger de Tenkodogo;fKdkdjd8BIY;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE BON BERGER DE TENKODOGO 
NEv8Fmu1x0e;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie Camp CRS;LnJRWuWqW7U;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE CAMP CRS 
AAdV3Sjr2oI;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie centre jeune;ZBxz4r9AWXT;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE CENTRE JEUNE 
CFprubhTpcC;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie Collège Marie Reine de Tenkodogo;O26TfJAColQ;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE COLLEGE MARIE REINE DE TENKODOGO 
n3I9QtDxTF1;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie de la Garnison;O4yGDGydfVj;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE DE LA GARNISON 
BxHmnGshwTq;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie de la MAC Tenkodogo;hiYaNaesF4W;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE DE LA MAC TENKODOGO 
VREDgFUtft3;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie de l'OST;Q4ElSo5WXY2;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE DE L'OST 
dgTyBceFgmD;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie ENSP de Tenkodogo;OTSGntHKOhX;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE ENSP DE TENKODOGO 
ztQnFFIhCiD;Centre Est;DS Tenkodogo;Tenkodogo;Infirmerie Lycée communal de Tenkodogo;FgGgnrp4toM;CENTRE EST ;DS TENKODOGO ;COMMUNE TENKODOGO ;INFIRMERIE LYCEE COMMUNAL DE TENKODOGO 
rUTM5NNtqeq;Centre Est;DS Zabré;Zabré;CMA Zabré;pfiet2zLVgu;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CMA ZABRE 
xVf8fgB8APC;Centre Est;DS Zabré;Zabré;CSPS Béka;MxW2dv4hSlR;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS BEKA 
WmXmqPphr1R;Centre Est;DS Zabré;Zabré;CSPS Bissaya;Mg4IXeL9ViZ;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS BISSAYA 
IINtUIJaMfy;Centre Est;DS Zabré;Zabré;CSPS de Gassougou;OlzG1wJJLII;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS GASSOUGOU 
pUSK63S0ud3;Centre Est;DS Zabré;Zabré;CSPS de Soussoula;nUXnH2PeDN4;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS SOUSSOULA 
jtXXKeiqV9s;Centre Est;DS Zabré;Zabré;CSPS Guirmogo;SIsMykfApE8;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS GUIRMOGO 
gsFGbBECNDC;Centre Est;DS Zabré;Zabré;CSPS Sampéma;pie5qB7JnOh;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS SAMPEMA 
FXuKwNxT2r8;Centre Est;DS Zabré;Zabré;CSPS Wangala;WgbCXpcVEAN;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS WANGALA 
C6qoN7J6OaC;Centre Est;DS Zabré;Zabré;CSPS Youga;E0B44sFZ4AP;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS YOUGA 
TQE0LB9mRyi;Centre Est;DS Zabré;Zabré;CSPS Youngou;LqPwploQ2LO;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS YOUNGOU 
ZSs2UJ1bLyE;Centre Est;DS Zabré;Zabré;CSPS Zourma;yjcibYZtKfF;CENTRE EST ;DS ZABRE ;COMMUNE ZABRE ;CSPS ZOURMA 
p2EBRWho4mw;Centre Est;DS Zabré;Zoaga;CSPS Bougre;QqVtw4DgdmA;CENTRE EST ;DS ZABRE ;COMMUNE ZOAGA ;CSPS BOUGRE 
OAVYe7U2LF5;Centre Est;DS Zabré;Zoaga;CSPS Mongnaba;hunTyvG1I1B;CENTRE EST ;DS ZABRE ;COMMUNE ZOAGA ;CSPS MONGNABA 
tdozVED50fi;Centre Est;DS Zabré;Zoaga;CSPS Zoaga;NTwGOIvzVsF;CENTRE EST ;DS ZABRE ;COMMUNE ZOAGA ;CSPS ZOAGA 
N8I46tvcH5g;Centre Est;DS Zabré;Zonsé;CSPS Bagré V7;U0EFuQvNCIL;CENTRE EST ;DS ZABRE ;COMMUNE ZONSE ;CSPS BAGRE V7 
GRUXnNHYtiU;Centre Est;DS Zabré;Zonsé;CSPS Diarra Bétongo;q40Vd5PnkxH;CENTRE EST ;DS ZABRE ;COMMUNE ZONSE ;CSPS DIARRA BETONGO 
UEg7XkJR9Dv;Centre Est;DS Zabré;Zonsé;CSPS Zonsé;mT42jDPR7xS;CENTRE EST ;DS ZABRE ;COMMUNE ZONSE ;CSPS ZONSE 
W7pvpCiE0wl;Centre Nord;DS Barsalogho;Barsalogho;CMA Barsalogho ;CrIMDdfJNKc;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CMA BARSALOGHO 
LMhXSZBOmHA;Centre Nord;DS Barsalogho;Barsalogho;CSPS Basma ;cztIo3m24so;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS BASMA 
hqmquT43oPb;Centre Nord;DS Barsalogho;Barsalogho;CSPS Foubé;lN1lTPXVBKj;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS FOUBE 
RutXvpGvZqZ;Centre Nord;DS Barsalogho;Barsalogho;CSPS Guendbila ;Q5djdyJFzao;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS GUENDBILA 
Kjz2DdfXeJi;Centre Nord;DS Barsalogho;Barsalogho;CSPS Sanba ;KRpKM49ioBz;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS SANBA 
fNsChuzPKK4;Centre Nord;DS Barsalogho;Barsalogho;CSPS Tamasgo;ZiaHLmW1mVk;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS TAMASSOGHO 
VoOJL3LZ9O9;Centre Nord;DS Barsalogho;Barsalogho;CSPS Urbain secteur N° 2;pi4KDG0bwZM;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;DISPENSAIRE URBAIN SECTEUR 2 
Ykd9TZwJ7N6;Centre Nord;DS Barsalogho;Barsalogho;CSPS Zongo ;wYvAL9baVJQ;CENTRE NORD ;DS BARSALOGHO ;COMMUNE BARSALOGHO ;CSPS ZONGO DS BARSALOGHO 
iVd5rbOwBHC;Centre Nord;DS Barsalogho;Dablo;CSPS Dablo ;thK79pvcZHF;CENTRE NORD ;DS BARSALOGHO ;COMMUNE DABLO ;CSPS DABLO 
MnfjkqxJHpL;Centre Nord;DS Barsalogho;Dablo;CSPS Daké;wsEzOfWs8Pr;CENTRE NORD ;DS BARSALOGHO ;COMMUNE DABLO ;CSPS DAKE 
vtRSnsjywkx;Centre Nord;DS Barsalogho;Namissiguima;CSPS Namissiguima ;YJhwcmkAy4z;CENTRE NORD ;DS BARSALOGHO ;COMMUNE NAMISSIGUIMA ;CSPS NAMISSIGUIMA 
iEM5jCmpxbu;Centre Nord;DS Barsalogho;Pensa;CSPS Ankouna ;M8V9c1FKxju;CENTRE NORD ;DS BARSALOGHO ;COMMUNE PENSA ;CSPS ANKOUNA 
zqBwCe2B1Lh;Centre Nord;DS Barsalogho;Pensa;CSPS Pensa ;AkmLmAeX1dP;CENTRE NORD ;DS BARSALOGHO ;COMMUNE PENSA ;CSPS PENSA 
eY5yIs8hh1w;Centre Nord;DS Barsalogho;Pensa;CSPS Yalgo ;sb5sqyL6yAu;CENTRE NORD ;DS BARSALOGHO ;COMMUNE PENSA ;CSPS YALGO 
ypEsAV1w1GS;Centre Nord;DS Barsalogho;Pensa;CSPS Zinibéogo ;hjcpCRbNyqm;CENTRE NORD ;DS BARSALOGHO ;COMMUNE PENSA ;CSPS ZINIBEOGO 
PLxEKBQili2;Centre Nord;DS Boulsa;Boala;CSPS Boala;Rz0cQc0dScY;CENTRE NORD ;DS BOULSA ;COMMUNE BOALA ;CSPS BOALA DS BOULSA 
rRVNiSrDTZg;Centre Nord;DS Boulsa;Boala;CSPS Koumestenga;T8JBfpNeLji;CENTRE NORD ;DS BOULSA ;COMMUNE BOALA ;CSPS KOUMESTENGA 
b5JdwvSb0No;Centre Nord;DS Boulsa;Boala;CSPS Lederé;U1oZAcmt4m0;CENTRE NORD ;DS BOULSA ;COMMUNE BOALA ;CSPS LEDERE
pZ0UwYmvxLn;Centre Nord;DS Boulsa;Boala;CSPS Zaongo;ff3UTRCDE3a;CENTRE NORD ;DS BOULSA ;COMMUNE BOALA ;CSPS ZAONGO 
xjkxws9sNwj;Centre Nord;DS Boulsa;Boulsa;CMA Boulsa;GLvVqTLjKUY;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CMA BOULSA 
mDSXbbmVA8j;Centre Nord;DS Boulsa;Boulsa;CSPS Belga;jZn7SPLWd2u;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS BELGA 
KQkumaxxDY7;Centre Nord;DS Boulsa;Boulsa;CSPS Bonam;e5g4Tbpz1FE;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS BONAM 
mvwSXvkaFme;Centre Nord;DS Boulsa;Boulsa;CSPS Kampinga;LauKU6xefcd;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;DISPENSAIRE KAMPINGA 
oEUtxEpB8Cn;Centre Nord;DS Boulsa;Boulsa;CSPS Kobouré;vFkXwTuNmsv;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS KOBOURE 
TMEwBFK5Elv;Centre Nord;DS Boulsa;Boulsa;CSPS Konkora Yarcé;Vf7HGl0bLNL;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS KONKORA YARCE 
obhPuAdxUVO;Centre Nord;DS Boulsa;Boulsa;CSPS Mokin Yarcé;BuFVb2huut1;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS MOKIN YARCE 
TozlQgLMvdo;Centre Nord;DS Boulsa;Boulsa;CSPS Napouguin;md3up3IdIZe;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;DISPENSAIRE NAPOUGUIN 
HssGE1bsKTQ;Centre Nord;DS Boulsa;Boulsa;CSPS Niéga;Eiwmqk4FHay;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS NIEGA 
QdSlk5HoXiG;Centre Nord;DS Boulsa;Boulsa;CSPS Sanghin;zMd8n2UTe39;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS SANGHIN 
rdKCQkUpxFa;Centre Nord;DS Boulsa;Boulsa;CSPS St François d'Assise;zS9dAkTBCMZ;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;DISPENSAIRE SAINT FRANCOIS D ASSISE 
oUqcaxHmwK8;Centre Nord;DS Boulsa;Boulsa;CSPS URBAIN de Boulsa;HBVnTYVVsuH;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS URBAIN BOULSA 
QWzuWnwrdDb;Centre Nord;DS Boulsa;Boulsa;CSPS Zaabga;HmA3AAxRQTX;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS ZAABGA 
w33mcx7sqHa;Centre Nord;DS Boulsa;Boulsa;CSPS Zambanga;KoAgCZXrO2N;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS ZAMBANGA 
D9Mq8mFlJvm;Centre Nord;DS Boulsa;Boulsa;CSPS ZOMNOGO MOSSI;DBwI7AcrVLr;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;CSPS ZOMNOGO-MOSSI 
IvBWUWYl0Vm;Centre Nord;DS Boulsa;Boulsa;Dispensaire Eaux Vives;p4lvEWi0N6P;CENTRE NORD ;DS BOULSA ;COMMUNE BOULSA ;DISPENSAIRE EAU VIVE 
ZsEnx06XSp7;Centre Nord;DS Boulsa;Dargo;CSPS Dargo;PBnXqobJE6q;CENTRE NORD ;DS BOULSA ;COMMUNE DARGO ;CSPS DARGO 
gjeq9plB3jo;Centre Nord;DS Boulsa;Dargo;CSPS Kogsablogo;PVnO8HUKvc6;CENTRE NORD ;DS BOULSA ;COMMUNE DARGO ;CSPS KOGSABLOGO 
Vxh6mzURYPU;Centre Nord;DS Boulsa;Dargo;CSPS Yaongo;piZZgnrKB0V;CENTRE NORD ;DS BOULSA ;COMMUNE DARGO ;CSPS YAONGO 
zhFHGHzkmbP;Centre Nord;DS Boulsa;Zeguedeguin;CSPS Lillougou;SV2i5l2Az8E;CENTRE NORD ;DS BOULSA ;COMMUNE ZEGUEDEGUIN ;CSPS LILLOUGOU 
Nmy4HAl1dHk;Centre Nord;DS Boulsa;Zeguedeguin;CSPS Zéguédéguin;RLUoAIndhoj;CENTRE NORD ;DS BOULSA ;COMMUNE ZEGUEDEGUIN ;CSPS ZEGUEDEGUIN 
D3nSnCyDoIN;Centre Nord;DS Boussouma;Boussouma ;CM Boussouma (DS Kaya);EaSCfws123G;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CM BOUSSOUMA 
OtY1V7gqJcH;Centre Nord;DS Boussouma;Boussouma ;CSPS Bangkiemde;TRz8fXOdJ4Q;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS BANGKIEMDE 
NG2zysL0BYp;Centre Nord;DS Boussouma;Boussouma ;CSPS Birgui;Syc66fsAMGD;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS BIRGUI 
h4l4EhxgaND;Centre Nord;DS Boussouma;Boussouma ;CSPS Forgui;T7D0oFpngLQ;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS FORGUI 
yzdd1TWLKIe;Centre Nord;DS Boussouma;Boussouma ;CSPS Koutoumtenga;JISw3klsiid;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS KOUTOUMTENGA 
bE3zpfmYO3P;Centre Nord;DS Boussouma;Boussouma ;CSPS Louda;RElfZPFCLza;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS LOUDA 
O0wJX4WI2TK;Centre Nord;DS Boussouma;Boussouma ;CSPS Nessemtenga;jgCiugXlkDd;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS NESSEMTENGA 
aBqCUrT35iP;Centre Nord;DS Boussouma;Boussouma ;CSPS Niniogo;DliVXhRpbgW;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS NINIOGO 
Oi9VT2L4yCJ;Centre Nord;DS Boussouma;Boussouma ;CSPS Ouga-Yarcé;neQ1ZMzjUoh;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS OUGA YARCE 
kkZzF4Swu5X;Centre Nord;DS Boussouma;Boussouma ;CSPS Soaga;RRMTUgOpMwI;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS SOAGA 
LSLNCaPlp8L;Centre Nord;DS Boussouma;Boussouma ;CSPS Tagalla;R8s4krKJuQ5;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS TAGALLA 
m1WxvtTJvJN;Centre Nord;DS Boussouma;Boussouma ;CSPS Tampelga (DS Kaya);CXtxfJFE2GV;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS TAMPELGA DS BOUSSOUMA 
kB2pt8bQTKu;Centre Nord;DS Boussouma;Boussouma ;CSPS Tanhoko;ibGknVnFQGK;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;CSPS TANHOKO 
vt5bvaJDXep;Centre Nord;DS Boussouma;Boussouma ;Dispensaire Fatin;xt9NRqqyK8M;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE BOUSSOUMA ;DISPENSAIRE PRIVE FATIM 
zCwwZ3tzMOf;Centre Nord;DS Boussouma;Korsimoro;CM Korsimoro;qcBrGHeaKPg;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CM KORSIMORO 
yFc68WetnnN;Centre Nord;DS Boussouma;Korsimoro;CSPS Baskoudre;W0UdrOF2PjU;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS BASKOUDRE 
JFbdRaOBtvJ;Centre Nord;DS Boussouma;Korsimoro;CSPS Foula;pzIcl8E0cSt;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS FOULA 
vqLd5pZa2mj;Centre Nord;DS Boussouma;Korsimoro;CSPS Imiougou;lIsEg7gKhMP;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS IMIOUGOU 
X5mWy7Jrb4K;Centre Nord;DS Boussouma;Korsimoro;CSPS Nakoara;C6JcNsqsi9w;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS NAKOARA 
WdjUCn0NMNj;Centre Nord;DS Boussouma;Korsimoro;CSPS Nimpoui;AfwAyobEyOR;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS NIMPOUI 
rQ6Syi2epzL;Centre Nord;DS Boussouma;Korsimoro;CSPS Noungou;GJP0xN0WjgL;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS NOUNGOU 
XhnGFYzzH9X;Centre Nord;DS Boussouma;Korsimoro;CSPS Pissiga ;jIr2i1T3vxV;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS PISSIGA 
P7k1Y2bwVSP;Centre Nord;DS Boussouma;Korsimoro;CSPS Sabouri;cxAC49mqFQ2;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS SABOURI 
WG9xnt3eTFO;Centre Nord;DS Boussouma;Korsimoro;CSPS Tamboko;FGLHbrwKiHa;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS TAMBOKO 
BFJsoMJkJq7;Centre Nord;DS Boussouma;Korsimoro;CSPS Taonsgo;hHFmCThZnOg;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE KORSIMORO ;CSPS TAONSGO DS BOUSSOUMA 
VpNCN7RRNYT;Centre Nord;DS Boussouma;Ziga;CM Ziga (DS Kaya);SBXIaDgBAi5;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE ZIGA ;CM ZIGA DS BOUSSOUMA 
uKKRwOCgTxp;Centre Nord;DS Boussouma;Ziga;CSPS Guibtenga;hykD1K4tItz;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE ZIGA ;CSPS GUIBTENGA 
d7pMetAD5uT;Centre Nord;DS Boussouma;Ziga;CSPS Koura;nGqOmoqeR6O;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE ZIGA ;CSPS KOURA 
OwgEnuMlOWH;Centre Nord;DS Boussouma;Ziga;CSPS Samboiaga;h65Uf14GlzK;CENTRE NORD ;DS BOUSSOUMA ;COMMUNE ZIGA ;CSPS SAMBOIAGA 
